CGNDB ID,Geographical Name,Generic Term,Latitude,Longitude,Province - Territory
BABHK,Harpers Brook,Brook,46.9389720,-64.0504550,Prince Edward Island
BABHL,Harrington,Locality,46.3502360,-63.1677100,Prince Edward Island
BABHM,Hartsville,Locality,46.3198670,-63.3956880,Prince Edward Island
BABHP,Haszard Point,Point,46.1939170,-63.0729120,Prince Edward Island
BABHQ,Hatchery Pond,Pond,46.2154080,-63.0993630,Prince Edward Island
BABHX,Hay River,River,46.4690270,-62.3535340,Prince Edward Island
BABHT,Haydens Hill,Hill,46.3943700,-62.6462160,Prince Edward Island
BABHU,Haydens Point,Point,46.1621160,-62.9542520,Prince Edward Island
BABHV,Hayes Brook,Brook,46.6012110,-63.9372460,Prince Edward Island
BBAGY,Hazel Grove,Community,46.3666670,-63.4000000,Prince Edward Island
BAEEA,Hazelbrook,Community,46.2224200,-62.9996000,Prince Edward Island
BABHY,Hazelbrook,Locality,46.2180780,-62.9919220,Prince Edward Island
BABHZ,Hazelgrove,Locality,46.3633750,-63.4027750,Prince Edward Island
BABIA,Head of Cardigan,Locality,46.2568310,-62.6916700,Prince Edward Island
BABIB,Head of Hillsborough,Locality,46.3675320,-62.7878130,Prince Edward Island
BABIC,Head of Montague,Locality,46.1634470,-62.7388480,Prince Edward Island
BABID,Heartz Shore,Shore,46.2708230,-63.0854340,Prince Edward Island
BABIE,Heatherdale,Locality,46.1144570,-62.6976280,Prince Edward Island
BABIF,Heatherdale Pond,Pond,46.1166670,-62.7333330,Prince Edward Island
BABIG,Hebron,Locality,46.6297200,-64.2578760,Prince Edward Island
BABII,Henrys Pond,Pond,46.4243010,-63.4735660,Prince Edward Island
BABIJ,Hermanville,Locality,46.4613220,-62.2791930,Prince Edward Island
BABIK,Hermitage,Locality,46.2166670,-62.8333330,Prince Edward Island
BACZE,Hermitage Creek,Creek,46.2561000,-63.1534290,Prince Edward Island
BABIL,Herring Island,Island,46.0316880,-62.5121080,Prince Edward Island
BABIO,Hicken Point,Point,46.1213090,-62.4866490,Prince Edward Island
BABIP,Higgins Road,Locality,46.5183720,-64.0758250,Prince Edward Island
BABIQ,Higgins Wharf,Wharf,46.5496820,-64.0881830,Prince Edward Island
BAEUM,Higgins Wharf Provincial Park,Provincial Park,46.5482050,-64.0806400,Prince Edward Island
BABIR,High Bank,Locality,45.9680350,-62.6149560,Prince Edward Island
BABIS,Highfield,Locality,46.2888890,-63.1722220,Prince Edward Island
BABIX,Hills River,River,46.7756780,-64.1193590,Prince Edward Island
BABIV,Hillsborough Bay,Bay,46.1333330,-63.0833330,Prince Edward Island
BABIW,Hillsborough Park,Locality,46.2630560,-63.0986110,Prince Edward Island
BADUF,Hillsborough River,River,46.2239200,-63.1239990,Prince Edward Island
BABJA,Hog Island,Island,46.6139040,-63.7948660,Prince Edward Island
BACZG,Hog Island Basin,Basin,46.6027330,-63.7770110,Prince Edward Island
BABJC,Holland Cove,Cove,46.1841760,-63.1354580,Prince Edward Island
BABJD,Hollow River,River,46.4721840,-62.5051030,Prince Edward Island
BABJE,Holman Island,Island,46.3749860,-63.7892080,Prince Edward Island
BABJG,Holms Pond,Pond,46.2166670,-63.4333330,Prince Edward Island
BABJJ,Hope River,Locality,46.4341640,-63.4010180,Prince Edward Island
BABJK,Hope River,River,46.4735080,-63.4392250,Prince Edward Island
BABJI,Hopefield,Locality,45.9998030,-62.6843190,Prince Edward Island
BACZH,Hornes Creek,Creek,46.2891750,-63.0743910,Prince Edward Island
BACZI,Hornes Creek,Creek,46.4012350,-63.2308930,Prince Edward Island
BABJL,Hornes Point,Point,46.4078010,-63.2285930,Prince Edward Island
BABJM,Horse Head,Head,46.9340020,-64.1879590,Prince Edward Island
BAAFW,Horseshoe Shoals,Shoals,46.5666670,-63.7583330,Prince Edward Island
BACZK,Howards Cove,Cove,46.7378320,-64.3832360,Prince Edward Island
BACZL,Howards Creek,Creek,46.2433550,-63.1784350,Prince Edward Island
BABJO,Howe Bay,Locality,46.3047590,-62.4123320,Prince Edward Island
BABJN,Howe Bay,Bay,46.2937830,-62.3562180,Prince Edward Island
BABJQ,Howe Point,Point,46.3049810,-62.3330880,Prince Edward Island
BABJP,Howells Brook,Brook,46.2191340,-63.3571010,Prince Edward Island
BABJR,Howlan,Locality,46.7296250,-64.2244940,Prince Edward Island
BABJT,Hunter River,Locality,46.3500000,-63.3500000,Prince Edward Island
BAEKC,Hunter River,Community,46.3549480,-63.3489800,Prince Edward Island
BADVB,Hunter River,River,46.4467900,-63.3016190,Prince Edward Island
BACZM,Hunters Creek,Creek,46.5315080,-63.6633500,Prince Edward Island
BABJU,Hunters Pond,Pond,46.5128820,-63.6610560,Prince Edward Island
BABJW,Huntley,Locality,46.8460320,-64.0841720,Prince Edward Island
BABJX,Huntley River,River,46.8517090,-64.0641300,Prince Edward Island
BABJY,Huntley Rock,Rock,46.0666670,-63.0833330,Prince Edward Island
BABJZ,Hurd Point,Point,46.3546450,-63.7643100,Prince Edward Island
BABKA,Hydes Cove,Cove,46.2012220,-63.2077480,Prince Edward Island
BABKB,Hydes Point,Point,46.2047210,-63.1987390,Prince Edward Island
BABKC,Hydes Pond,Pond,46.2238540,-63.2143690,Prince Edward Island
BACZO,Indian Creek,Creek,46.0522000,-62.5279890,Prince Edward Island
BABKG,Indian Marsh,Marsh,46.3333330,-62.6500000,Prince Edward Island
BABKI,Indian Point,Point,46.6255210,-64.2633040,Prince Edward Island
BABKJ,Indian Point Sand Hills,Sand Hills,46.6219090,-64.2781240,Prince Edward Island
BABKK,Indian River,River,46.4572570,-63.6917160,Prince Edward Island
BABKL,Indian River,Locality,46.4771430,-63.6872760,Prince Edward Island
BABKM,Indian River Pond,Pond,46.4609970,-63.6690620,Prince Edward Island
BABKN,Indian Rocks,Rocks,45.9333330,-62.8166670,Prince Edward Island
BABKO,Indian Spit,Spit,46.3757180,-63.8145220,Prince Edward Island
BABKR,Ings Pond,Pond,46.2256800,-63.0276070,Prince Edward Island
BBAGU,Inkerman,Community,46.3666670,-63.4000000,Prince Edward Island
BACZQ,Inman Creek,Creek,46.4573630,-63.8347490,Prince Edward Island
BABKT,Inman Reef,Reef,46.1500000,-63.3833330,Prince Edward Island
BABKU,Inman Rock,Rock,46.1666670,-63.4166670,Prince Edward Island
BABKV,Inverness,Locality,46.6505980,-64.0323120,Prince Edward Island
BABKW,Iona,Locality,46.0981310,-62.8053180,Prince Edward Island
BABKX,Iris,Locality,46.0162280,-62.6906980,Prince Edward Island
BABKY,Irishtown,Locality,46.4997370,-63.5895570,Prince Edward Island
BABKZ,Iron Rock,Rock,46.6003090,-63.7680840,Prince Edward Island
BACZR,Irvings Bar,Point,46.1736340,-62.9490350,Prince Edward Island
BABLB,Irvings Cape,Cape,46.0521980,-62.4711570,Prince Edward Island
BADUD,Ives Point,Point,46.3929240,-63.8838190,Prince Edward Island
BABLE,Ives Pond,Pond,46.2613680,-63.5685450,Prince Edward Island
BABLF,Jacques Cartier Provincial Park,Provincial Park,46.8502460,-64.0142520,Prince Edward Island
BABLG,Jacques River,River,46.4700240,-64.1016300,Prince Edward Island
BABLH,Jardines Bay,Bay,46.1852180,-63.0168450,Prince Edward Island
BABLI,Jardines Point,Point,46.1771620,-63.0246810,Prince Edward Island
BABLM,Jenkins Pond,Pond,46.2793240,-62.4281410,Prince Edward Island
BABLN,Jenkins Ponds,Ponds,46.2483970,-62.9179740,Prince Edward Island
BABLO,Jennys Point,Point,46.1741050,-62.9366100,Prince Edward Island
BABLP,Jerrys Rock,Rock,46.5628480,-63.7075500,Prince Edward Island
BABLQ,Jimmy Angus Cove,Cove,46.3768050,-63.0307390,Prince Edward Island
BABLR,Jimmys Point,Point,46.4850170,-62.1652160,Prince Edward Island
BABLS,Jobs Point,Point,46.1725580,-62.9388400,Prince Edward Island
BABLU,Johnny Belinda Pond,Pond,46.3612560,-62.4439000,Prince Edward Island
BABLW,Johnstons Pond,Pond,46.8315130,-64.1319110,Prince Edward Island
BABLY,Johnstons River,Locality,46.2695930,-63.0182210,Prince Edward Island
BACZV,Johnstons River,River,46.2908000,-63.0077640,Prince Edward Island
BABLZ,Jones Hill,Hill,46.2037690,-63.0006740,Prince Edward Island
BABMA,Jordans Pond,Pond,46.0051130,-62.5733820,Prince Edward Island
BABMB,Jordans Pond,Pond,46.4123130,-62.7515070,Prince Edward Island
BABMC,Josephine Shore,Shore,46.6422260,-63.8843040,Prince Edward Island
BABME,Judes Point,Point,46.9510430,-64.0030390,Prince Edward Island
BABMD,Judes Point,Locality,46.9529100,-64.0057020,Prince Edward Island
BABMF,Judson Island,Island,46.1894890,-63.0361810,Prince Edward Island
BABMH,Keefes Point,Point,46.7849940,-64.0742860,Prince Edward Island
BABMI,Keirs Shore,Shore,46.5244780,-63.6966600,Prince Edward Island
BABMJ,Kelly Road,Locality,46.7242540,-64.1307260,Prince Edward Island
BABMK,Kellys Cove,Cove,46.2347930,-63.0996190,Prince Edward Island
BADWF,Kellys Cross,Locality,46.2701870,-63.4471510,Prince Edward Island
BABML,Kellys Point,Point,46.2417920,-63.0924970,Prince Edward Island
BABMM,Kellys Point,Point,46.3808590,-63.0043950,Prince Edward Island
BABMN,Kelvin,Former Railway Point,46.4155740,-63.6165610,Prince Edward Island
BABMO,Kelvin Grove,Locality,46.4102140,-63.6436020,Prince Edward Island
BABMQ,Kensington,Town,46.4366640,-63.6373530,Prince Edward Island
BABMR,Kensington Point,Point,46.2464560,-63.1110940,Prince Edward Island
BADWG,Keppoch,Locality,46.1977780,-63.1111110,Prince Edward Island
BABMS,Keppoch Beach,Beach,46.1949610,-63.1076340,Prince Edward Island
BABMX,Kildare Capes,Locality,46.9010220,-63.9818600,Prince Edward Island
BABMW,Kildare Capes,Capes,46.9093970,-63.9821450,Prince Edward Island
BABMZ,Kildare Point,Point,46.8046010,-64.0325020,Prince Edward Island
BABNA,Kildare River,River,46.8033100,-64.0435630,Prince Edward Island
BADWH,Kilmuir,Locality,46.1205080,-62.6665200,Prince Edward Island
BADAB,Kings,County,46.2500000,-62.5000000,Prince Edward Island
BABNB,Kingsboro,Locality,46.3929750,-62.1066070,Prince Edward Island
BABND,Kingston,Locality,46.2629220,-63.2773900,Prince Edward Island
BAEIJ,Kingston,Community,46.2640400,-63.3284200,Prince Edward Island
BADWI,Kinkora,Locality,46.3166670,-63.6000000,Prince Edward Island
BAECL,Kinkora,Community,46.3227410,-63.6030980,Prince Edward Island
BABNG,Kinlock,Locality,46.2041670,-63.0902780,Prince Edward Island
BABNH,Kinross,Locality,46.1578890,-62.8092650,Prince Edward Island
BABNI,Kirbys Point,Point,46.0266070,-62.5571950,Prince Edward Island
BABNJ,Knight Point,Point,46.3457830,-62.2470280,Prince Edward Island
BABNK,Knoll Shoal,Shoal,46.1666670,-62.5166670,Prince Edward Island
BABNL,Knox Pond,Pond,46.1576950,-62.6783400,Prince Edward Island
BABNM,Knutsford,Locality,46.6969780,-64.2857670,Prince Edward Island
BAEZH,L.M. Montgomery's Cavendish National Historic Site of Canada,National Historic Site,46.4893990,-63.3772700,Prince Edward Island
BABNN,Lady Fane,Locality,46.2795480,-63.5212520,Prince Edward Island
BAELK,Lady Slipper,Locality,46.5924200,-64.0323700,Prince Edward Island
BADOK,Lake Aberdeen,Lake,46.2007430,-63.1518180,Prince Edward Island
BACON,Lake Verde,Lake,46.2391630,-62.8857690,Prince Edward Island
BABNP,Lake Verde,Locality,46.2335320,-62.8802690,Prince Edward Island
BACHN,Lake of Shining Waters,Lake,46.4951010,-63.3876790,Prince Edward Island
BABNQ,Lakeville,Locality,46.4619080,-62.0979650,Prince Edward Island
BABNR,Landrys Point,Point,46.1741230,-62.5722450,Prince Edward Island
BABNU,Langley Beach,Beach,46.2119390,-63.1213960,Prince Edward Island
BABNW,Larkins Pond,Pond,46.4281460,-62.4194280,Prince Edward Island
BABNX,Launching Bay,Bay,46.2036260,-62.4336970,Prince Edward Island
BABNZ,Launching Place,Locality,46.2202190,-62.4311920,Prince Edward Island
BABOA,Launching Point,Point,46.2132440,-62.4082400,Prince Edward Island
BABOB,Launching Pond,Pond,46.2216540,-62.4195730,Prince Edward Island
BABOC,Lauretta,Locality,46.8571970,-64.1561700,Prince Edward Island
BABOD,Lawtons Hill,Hill,46.2069620,-62.9798950,Prince Edward Island
BABOF,Leards Mill,Locality,46.3000800,-62.7106320,Prince Edward Island
BABOM,Leards Pond,Pond,46.6910710,-64.2050640,Prince Edward Island
BABOK,Leards Pond,Pond,46.3167410,-62.8340290,Prince Edward Island
BABOJ,Leards Pond,Pond,46.3161850,-63.6913630,Prince Edward Island
BABOI,Leards Pond,Pond,46.2585250,-63.5010320,Prince Edward Island
BABOL,Leards Pond,Pond,46.2977020,-62.7133060,Prince Edward Island
BABOO,Leckys Point,Point,46.3908740,-63.7430300,Prince Edward Island
BABOP,Leckys Pond,Pond,46.4754870,-63.9640700,Prince Edward Island
BABOQ,Leech Pond,Pond,45.9844410,-62.5527280,Prince Edward Island
BABOR,Lennox Channel,Channel,46.6084490,-63.8741170,Prince Edward Island
BABOS,Lennox Island,Locality,46.6020890,-63.8582290,Prince Edward Island
BABOT,Lennox Island,Island,46.6139710,-63.8538890,Prince Edward Island
BAEYJ,Lennox Island 1,Indian Reserve,46.6147220,-63.8538890,Prince Edward Island
BBAAJ,Lennox Island 5,Indian Reserve,46.6211901,-63.9030972,Prince Edward Island
BBAHC,Lennox Island 6,Indian Reserve,46.3275930,-63.8140390,Prince Edward Island
BABOV,Leoville,Locality,46.9290710,-64.1229310,Prince Edward Island
BABOW,Leslies Pond,Pond,46.3512860,-62.2841370,Prince Edward Island
BABOX,Lewes,Locality,46.0538360,-62.7435530,Prince Edward Island
BABOZ,Lewis Point,Point,46.2466130,-63.1608430,Prince Edward Island
BABOY,Lewis Point,Locality,46.2519440,-63.1619440,Prince Edward Island
BABPA,Lewis Pond,Pond,46.4317070,-62.5789550,Prince Edward Island
BAEYC,Lieu historique national du Canada Ardgowan,National Historic Site,46.2500000,-63.1333330,Prince Edward Island
BZAAB,Lieu historique national du Canada Dalvay-by-the-Sea,National Historic Site,46.4150000,-63.0708330,Prince Edward Island
BAEYG,Lieu historique national du Canada Province House,National Historic Site,46.2355560,-63.1277780,Prince Edward Island
BAEYI,Lieu historique national du Canada de Port-la-Joye–Fort-Amherst,National Historic Site,46.2000000,-63.1333330,Prince Edward Island
BAEZI,Lieu historique national du Canada du Cavendish-de-L.-M.-Montgomery,National Historic Site,46.4893990,-63.3772700,Prince Edward Island
BABPD,Linkletter,Community,46.4069270,-63.8359720,Prince Edward Island
BACZZ,Linkletter Creek,Creek,46.4024800,-63.8647100,Prince Edward Island
BABPE,Linkletter Provincial Park,Provincial Park,46.3991240,-63.8518410,Prince Edward Island
BABPF,Linkletter Shore,Shore,46.3969150,-63.8572300,Prince Edward Island
BADWP,Little Basin,Basin,46.0601980,-62.5307070,Prince Edward Island
BABPI,Little Courtin Island,Island,46.5087790,-63.7595080,Prince Edward Island
BADAA,Little Duck Creek,Creek,46.6513430,-64.0762570,Prince Edward Island
BABPJ,Little Dutchman Rock,Rock,46.3833330,-64.0000000,Prince Edward Island
BABPL,Little Harbour,Locality,46.3568650,-62.1920880,Prince Edward Island
BABPK,Little Harbour,Harbour,46.3627440,-62.1575000,Prince Edward Island
BABPM,Little Harbour Pond,Pond,46.3634410,-62.1777820,Prince Edward Island
BABPO,Little Marsh,Marsh,46.5117390,-63.7220860,Prince Edward Island
BABPP,Little Miminegash Pond,Pond,46.8263150,-64.2623510,Prince Edward Island
BABPR,Little Pierre Jacques River,River,46.6286190,-64.2908560,Prince Edward Island
BABPU,Little Pond,Pond,46.2732080,-62.3855570,Prince Edward Island
BABPT,Little Pond,Locality,46.2841950,-62.4107340,Prince Edward Island
BABPV,Little River,River,46.2989080,-62.3717850,Prince Edward Island
BABPX,Little Rock,Rock,46.5035240,-63.7620020,Prince Edward Island
BABPZ,Little Sands,Locality,45.9659600,-62.6470430,Prince Edward Island
BAEVB,Little Sands,Point,45.9666670,-62.6666670,Prince Edward Island
BABQD,Little Tignish River,River,46.9358880,-63.9914760,Prince Edward Island
BADAC,Little Tignish Run,Run,46.9359020,-63.9913520,Prince Edward Island
BABQE,Little Trout River,River,46.4791540,-63.9499270,Prince Edward Island
BABQF,Little York,Post Office,46.3166670,-63.1000000,Prince Edward Island
BADAD,Llewellyns Creek,Creek,46.1136040,-62.5150160,Prince Edward Island
BABQI,Lobster Point,Point,46.3438370,-62.2716420,Prince Edward Island
BABQH,Lobster Point,Point,46.1927710,-63.1015120,Prince Edward Island
BABQJ,Locke Road,Locality,46.7166520,-64.3133850,Prince Edward Island
BABQK,Lockes Point,Point,46.4972810,-63.4965100,Prince Edward Island
BABQL,Log Cove,Cove,46.0341180,-62.5608170,Prince Edward Island
BADAE,Log Cove Creek,Creek,46.0323800,-62.5692140,Prince Edward Island
BADAF,Long Creek,Creek,46.7615410,-64.1445170,Prince Edward Island
BADVW,Long Creek,Creek,46.0666670,-62.9500000,Prince Edward Island
BABQO,Long Creek,Locality,46.1716690,-63.2709330,Prince Edward Island
BADAG,Long Creek,Creek,46.1834970,-63.2618070,Prince Edward Island
BABQQ,Long Pond,Pond,46.4135050,-63.0863590,Prince Edward Island
BABQR,Long Pond,Pond,46.4547420,-62.6741870,Prince Edward Island
BABQS,Long River,River,46.4717020,-63.5421460,Prince Edward Island
BABQT,Long River,Locality,46.4902920,-63.5431720,Prince Edward Island
BABQU,Long Swamp,Swamp,46.4483630,-63.9334630,Prince Edward Island
BABQX,Lord Selkirk Provincial Park,Provincial Park,46.0993010,-62.9055290,Prince Edward Island
BABQY,Lords Pond,Pond,46.2556200,-63.5607140,Prince Edward Island
BABQZ,Lorne Valley,Locality,46.2666670,-62.6833330,Prince Edward Island
BAEFC,Lorne Valley,Community,46.2690020,-62.6927050,Prince Edward Island
BAEQN,Lot 1,Lot,46.9669690,-64.0697860,Prince Edward Island
BAEQW,Lot 10,Lot,46.6413200,-64.0883730,Prince Edward Island
BAEQX,Lot 11,Lot,46.6781330,-63.9832590,Prince Edward Island
BAEIF,Lot 11 and Area,Community,46.6666670,-63.9666670,Prince Edward Island
BAEQY,Lot 12,Lot,46.6229900,-63.9540850,Prince Edward Island
BAEQZ,Lot 13,Lot,46.5609820,-63.9682560,Prince Edward Island
BAERA,Lot 14,Lot,46.5111900,-63.9725860,Prince Edward Island
BAERB,Lot 15,Lot,46.4406040,-64.0626950,Prince Edward Island
BAERC,Lot 16,Lot,46.4686940,-63.9283840,Prince Edward Island
BAERD,Lot 17,Lot,46.4248310,-63.8607830,Prince Edward Island
BAERE,Lot 18,Lot,46.5076260,-63.6641600,Prince Edward Island
BAERF,Lot 19,Lot,46.4307660,-63.6708180,Prince Edward Island
BAEQO,Lot 2,Lot,46.9029150,-64.1069270,Prince Edward Island
BAERG,Lot 20,Lot,46.4799250,-63.5591620,Prince Edward Island
BAERH,Lot 21,Lot,46.4414110,-63.4821210,Prince Edward Island
BAERI,Lot 22,Lot,46.3993950,-63.4013130,Prince Edward Island
BAERJ,Lot 23,Lot,46.4093900,-63.3494720,Prince Edward Island
BAERK,Lot 24,Lot,46.3989070,-63.2817020,Prince Edward Island
BAERL,Lot 25,Lot,46.3847220,-63.6530680,Prince Edward Island
BAERM,Lot 26,Lot,46.3390690,-63.6801590,Prince Edward Island
BAERN,Lot 27,Lot,46.2987440,-63.6275580,Prince Edward Island
BAERO,Lot 28,Lot,46.2455670,-63.5818160,Prince Edward Island
BAERP,Lot 29,Lot,46.2446840,-63.4560570,Prince Edward Island
BAEQP,Lot 3,Lot,46.8613230,-64.1204710,Prince Edward Island
BAERQ,Lot 30,Lot,46.2328950,-63.3737520,Prince Edward Island
BAERR,Lot 31,Lot,46.2590490,-63.2890450,Prince Edward Island
BAERS,Lot 32,Lot,46.2694460,-63.2170990,Prince Edward Island
BAERT,Lot 33,Lot,46.3510730,-63.1730490,Prince Edward Island
BAERU,Lot 34,Lot,46.3554880,-63.0938800,Prince Edward Island
BAERV,Lot 35,Lot,46.3310530,-63.0076690,Prince Edward Island
BAERW,Lot 36,Lot,46.3429230,-62.9342060,Prince Edward Island
BAERX,Lot 37,Lot,46.3469130,-62.8671720,Prince Edward Island
BAERY,Lot 38,Lot,46.3519070,-62.8024100,Prince Edward Island
BAERZ,Lot 39,Lot,46.3795130,-62.7395670,Prince Edward Island
BAEQQ,Lot 4,Lot,46.8115450,-64.1648060,Prince Edward Island
BAESA,Lot 40,Lot,46.3925000,-62.6565480,Prince Edward Island
BAESB,Lot 41,Lot,46.4104440,-62.5797430,Prince Edward Island
BAESC,Lot 42,Lot,46.4293030,-62.4891740,Prince Edward Island
BAESD,Lot 43,Lot,46.3956030,-62.3871080,Prince Edward Island
BAESE,Lot 44,Lot,46.4087140,-62.3258210,Prince Edward Island
BAESF,Lot 45,Lot,46.4117560,-62.2541810,Prince Edward Island
BAESG,Lot 46,Lot,46.4205680,-62.1809100,Prince Edward Island
BAESH,Lot 47,Lot,46.4381730,-62.0819680,Prince Edward Island
BAESI,Lot 48,Lot,46.2389970,-62.9969650,Prince Edward Island
BAESJ,Lot 49,Lot,46.2190920,-62.8997540,Prince Edward Island
BAEQR,Lot 5,Lot,46.7616340,-64.1831830,Prince Edward Island
BAESK,Lot 50,Lot,46.1355840,-63.0603660,Prince Edward Island
BAESL,Lot 51,Lot,46.2197020,-62.7201110,Prince Edward Island
BAESM,Lot 52,Lot,46.2467620,-62.6728030,Prince Edward Island
BAESN,Lot 53,Lot,46.2647420,-62.6169270,Prince Edward Island
BAESO,Lot 54,Lot,46.2815630,-62.5499660,Prince Edward Island
BAESP,Lot 55,Lot,46.2909380,-62.4841190,Prince Edward Island
BAESQ,Lot 56,Lot,46.3283720,-62.4274600,Prince Edward Island
BAESR,Lot 57,Lot,46.1198060,-62.8341030,Prince Edward Island
BAESS,Lot 58,Lot,46.0725090,-62.8363790,Prince Edward Island
BAEST,Lot 59,Lot,46.1367420,-62.6324100,Prince Edward Island
BAEQS,Lot 6,Lot,46.7165320,-64.1688390,Prince Edward Island
BABRI,Lot 6 Point,Point,46.7166670,-64.0666670,Prince Edward Island
BAESU,Lot 60,Lot,46.0331010,-62.8011880,Prince Edward Island
BAESV,Lot 61,Lot,46.0969780,-62.5971290,Prince Edward Island
BAESW,Lot 62,Lot,45.9878180,-62.7580270,Prince Edward Island
BAESX,Lot 63,Lot,46.0544000,-62.5789920,Prince Edward Island
BAESY,Lot 64,Lot,45.9931350,-62.5790290,Prince Edward Island
BAESZ,Lot 65,Lot,46.1845690,-63.2552440,Prince Edward Island
BAETA,Lot 66,Lot,46.1739490,-62.8610480,Prince Edward Island
BAETB,Lot 67,Lot,46.3479950,-63.4892440,Prince Edward Island
BAEQT,Lot 7,Lot,46.7239250,-64.3402850,Prince Edward Island
BAEQU,Lot 8,Lot,46.6559970,-64.3252460,Prince Edward Island
BAEQV,Lot 9,Lot,46.6495320,-64.1861550,Prince Edward Island
BABRX,Low Point,Locality,46.5819820,-63.8622050,Prince Edward Island
BABRJ,Lower Bedeque,Locality,46.3441250,-63.7641770,Prince Edward Island
BABRK,Lower Darnley,Locality,46.5554390,-63.6503790,Prince Edward Island
BABRM,Lower Freetown,Locality,46.3636920,-63.6675480,Prince Edward Island
BABRN,Lower Hamilton,Locality,46.5064690,-63.7025950,Prince Edward Island
BABRO,Lower Malpeque,Locality,46.5401990,-63.6923230,Prince Edward Island
BAECG,Lower Montague,Community,46.1575600,-62.5920600,Prince Edward Island
BABRP,Lower Montague,Locality,46.1660900,-62.5590950,Prince Edward Island
BABRR,Lower New Annan,Locality,46.4276270,-63.7151820,Prince Edward Island
BABRS,Lower Newtown,Locality,46.1094530,-62.8609200,Prince Edward Island
BABRT,Lower Rollo Bay,Locality,46.3439980,-62.3017760,Prince Edward Island
BABRU,Lower Simpsons Pond,Pond,46.4677300,-63.4093790,Prince Edward Island
BABRV,Lower Tryon,Locality,46.2265980,-63.5490070,Prince Edward Island
BADAH,Lowes Creek,Creek,46.4032390,-62.9700390,Prince Edward Island
BABRY,Loyalist,Locality,46.3012290,-63.2399010,Prince Edward Island
BADAJ,Lukes Creek,Creek,46.4333330,-63.2833330,Prince Edward Island
BABRZ,Lyndale,Locality,46.1500000,-62.7833330,Prince Edward Island
BADAK,Mabey Creek,Creek,46.2116030,-63.3167480,Prince Edward Island
BADAM,MacArthurs Creek,Creek,46.4103240,-63.2109990,Prince Edward Island
BADAL,MacArthurs Creek,Creek,46.5882920,-63.9034690,Prince Edward Island
BADAN,MacAulays Creek,Creek,46.3589420,-62.9797110,Prince Edward Island
BADIS,MacAulays Pond,Pond,46.2655960,-62.7122540,Prince Edward Island
BADIT,MacAuslands Pond,Pond,46.7551260,-64.1828170,Prince Edward Island
BADAO,MacCallums Point,Point,46.3693060,-63.8111900,Prince Edward Island
BADIW,MacDonalds Cove,Cove,46.3888310,-63.0214860,Prince Edward Island
BADJA,MacDonalds Pond,Pond,46.3554180,-62.5868590,Prince Edward Island
BADIZ,MacDonalds Pond,Pond,46.2386110,-63.4991670,Prince Edward Island
BADIV,MacDonalds Pond,Pond,46.3500000,-62.4666670,Prince Edward Island
BADIY,MacDonalds Pond,Pond,46.0443440,-62.6499050,Prince Edward Island
BADJB,MacDonalds River,River,46.7010080,-64.0456400,Prince Edward Island
BADJC,MacDougall,Locality,46.5097140,-63.9379280,Prince Edward Island
BADJD,MacDougalls Cove,Cove,46.3871010,-63.0325920,Prince Edward Island
BADAR,MacDougalls Creek,Creek,46.4225310,-62.8230700,Prince Edward Island
BADAS,MacEacherns Creek,Creek,46.1833330,-63.2500000,Prince Edward Island
BADJE,MacEacherns Lake,Lake,46.2499180,-63.0232610,Prince Edward Island
BADAT,MacEwens Creek,Creek,46.4121080,-62.8175570,Prince Edward Island
BADAU,MacEwens Creek,Creek,46.1833330,-63.2333330,Prince Edward Island
BADJF,MacEwens Pond,Pond,46.4042820,-62.7950080,Prince Edward Island
BADAV,MacFaydens Creek,Creek,46.2003010,-63.3057210,Prince Edward Island
BADAW,MacGregors Creek,Creek,46.6165880,-63.9011590,Prince Edward Island
BADAX,MacHerrons Creek,Creek,46.0500000,-62.5000000,Prince Edward Island
BADJJ,MacInnis Pond,Pond,46.4517470,-62.2735640,Prince Edward Island
BADJK,MacIntosh Shore,Shore,46.5536620,-63.8607520,Prince Edward Island
BADAY,MacIntyres Creek,Creek,46.4680050,-63.4962190,Prince Edward Island
BADAZ,MacIntyres Creek,Creek,46.4053890,-62.8592170,Prince Edward Island
BADUP,MacIvors Point,Point,46.1872300,-63.4528010,Prince Edward Island
BADJL,MacKays Point,Point,46.6151520,-63.9032050,Prince Edward Island
BADJM,MacKenzie Pond,Pond,46.2395400,-62.5521770,Prince Edward Island
BADJO,MacKeys Pond,Pond,46.4738760,-63.4811080,Prince Edward Island
BADBC,MacKinnons Creek,Creek,46.3561600,-62.8647960,Prince Edward Island
BADJP,MacKinnons Point,Point,46.3508160,-62.8697190,Prince Edward Island
BADJR,MacKinnons Pond,Pond,46.4116400,-62.7441710,Prince Edward Island
BADBD,MacLaughlins Creek,Creek,46.1940760,-63.2916900,Prince Edward Island
BADJS,MacLaurins Cove,Cove,46.4825860,-63.8086120,Prince Edward Island
BADBE,MacLaurins Creek,Creek,46.5709570,-64.0515540,Prince Edward Island
BADJT,MacLeans Brook,Brook,46.6301190,-64.2188770,Prince Edward Island
BADJU,MacLeans Pond,Pond,46.2027580,-62.8343080,Prince Edward Island
BADJV,MacLeans Pond,Pond,46.5666670,-63.9333330,Prince Edward Island
BADBF,MacLeods Creek,Creek,46.2834600,-62.5059880,Prince Edward Island
BADBG,MacLeods Creek,Creek,46.1882060,-63.2776070,Prince Edward Island
