CGNDB ID,Geographical Name,Generic Term,Latitude,Longitude,Province - Territory
BAAFX,48 Road,Locality,46.2557110,-62.7144720,Prince Edward Island
BADOH,Abegweit Passage,Passage,46.2167000,-63.7500000,Prince Edward Island
BADOI,Abells Cape,Cape,46.3252400,-62.3425070,Prince Edward Island
BADOL,Abney,Locality,45.9942800,-62.5697330,Prince Edward Island
BAEYT,Abram-Village,Community,46.4500000,-64.0833330,Prince Edward Island
BAEAJ,Adams Creek,Creek,46.4996720,-63.4992330,Prince Edward Island
BADON,Adams Pond,Pond,46.5514450,-63.6073620,Prince Edward Island
BAEDL,Afton,Community,46.1701500,-63.2032400,Prince Edward Island
BADOO,Afton Lake,Lake,46.3965280,-62.9208220,Prince Edward Island
BADOP,Afton Road,Locality,46.3784410,-62.9254120,Prince Edward Island
BADOR,Aitken Point,Point,46.1727870,-62.5477840,Prince Edward Island
BADOS,Alaska,Locality,46.6169810,-64.1086770,Prince Edward Island
BADXP,Albany,Locality,46.2860520,-63.6438340,Prince Edward Island
BADOT,Albany Corner,Locality,46.2797300,-63.6250430,Prince Edward Island
BADOV,Alberry Plains,Locality,46.2132370,-62.7924010,Prince Edward Island
BADOW,Alberton,Town,46.8128040,-64.0652970,Prince Edward Island
BACTV,Alberton Creek,Creek,46.8000000,-64.0666670,Prince Edward Island
BADOX,Alberton Harbour,Harbour,46.7964820,-64.0514260,Prince Edward Island
BADOY,Alberton South,Locality,46.7972220,-64.0777780,Prince Edward Island
BADOZ,Albion,Locality,46.1314220,-62.5545170,Prince Edward Island
BADPA,Albion Cross,Locality,46.3357710,-62.4869190,Prince Edward Island
BADPB,Alchorn Point,Point,46.1958630,-63.1311840,Prince Edward Island
BAEDX,Alexandra,Community,46.1958330,-63.0319440,Prince Edward Island
BADPC,Alexandra,Locality,46.1959100,-63.0194790,Prince Edward Island
BADPD,Alexandra Bay,Bay,46.1813620,-63.0345430,Prince Edward Island
BAEWQ,Alexandra Point,Point,46.1866670,-63.0516670,Prince Edward Island
BAEWS,Alexandra Point Range,Canadian Forces Range and/or Training Area (C.F.T.A.),46.1902780,-63.0500000,Prince Edward Island
BAEWR,Alexandra Shoal,Shoal,46.1666670,-63.0500000,Prince Edward Island
BADPF,Allisary,Locality,46.3635640,-62.8513460,Prince Edward Island
BACTW,Allisary Creek,Creek,46.3716000,-62.8534710,Prince Edward Island
BADPG,Alliston,Locality,46.0584060,-62.6067010,Prince Edward Island
BADPH,Alma,Locality,46.8614830,-64.1095420,Prince Edward Island
BADPI,Amherst Cove,Cove,46.2436080,-63.6734840,Prince Edward Island
BADPJ,Amherst Point,Point,46.2408340,-63.6799740,Prince Edward Island
BACTX,Andersons Creek,Creek,46.4685480,-63.4477830,Prince Edward Island
BADPL,Andrews Pond,Pond,46.2739780,-63.1106560,Prince Edward Island
BADPO,Anglo Rustico,Locality,46.4422440,-63.2948590,Prince Edward Island
BADPP,Anglo Tignish,Locality,46.9757820,-63.9957180,Prince Edward Island
BADXR,Annandale,Locality,46.2608520,-62.4236880,Prince Edward Island
BAEJJ,Annandale-Little Pond-Howe Bay,Community,46.2896300,-62.4132400,Prince Edward Island
BADPR,Appin Road,Locality,46.2408080,-63.3967540,Prince Edward Island
BACTY,Appletree Creek,Creek,46.3039440,-63.0220410,Prince Edward Island
BAEYB,Ardgowan National Historic Site of Canada,National Historic Site,46.2500000,-63.1333330,Prince Edward Island
BADPT,Argyle Provincial Park,Provincial Park,46.1666670,-63.3833330,Prince Edward Island
BADPS,Argyle Shore,Locality,46.1645660,-63.3507920,Prince Edward Island
BADPU,Arlington,Locality,46.5292850,-63.9114950,Prince Edward Island
BADPW,Arsenault Pond,Pond,46.4794200,-64.0931260,Prince Edward Island
BADPX,Arsenaults Pond,Pond,46.9410370,-64.0403380,Prince Edward Island
BADPY,Ascension,Locality,46.9592690,-64.0646920,Prince Edward Island
BACTZ,Ashleys Creek,Creek,46.7833330,-64.0833330,Prince Edward Island
BADPZ,Ashton,Former Railway Point,46.4241060,-62.5120030,Prince Edward Island
BADQA,Astyanax Rock,Rock,46.1500000,-63.0666670,Prince Edward Island
BADQB,Auburn,Locality,46.2936410,-62.9079480,Prince Edward Island
BADQE,Augustine Cove,Locality,46.2249840,-63.6081860,Prince Edward Island
BADQD,Augustine Cove,Cove,46.2170320,-63.6091100,Prince Edward Island
BADQG,Augustus,Former Railway Point,46.3283390,-62.8909360,Prince Edward Island
BACUA,Auld Creek,Creek,46.3991770,-63.1218790,Prince Edward Island
BAAFZ,Avondale,Locality,46.2434250,-62.8320190,Prince Edward Island
BAAGB,Bacon Cove,Cove,46.1520100,-63.2172490,Prince Edward Island
BAAGD,Baglole Point,Point,46.4893410,-63.9187750,Prince Edward Island
BAAGE,Bagnalls Pond,Pond,46.3576190,-63.3494650,Prince Edward Island
BAEYX,Baie-Egmont,Locality,46.4833330,-64.1000000,Prince Edward Island
BACUE,Bains Creek,Creek,46.9716740,-63.9932470,Prince Edward Island
BAAGF,Bakers Cove,Cove,46.3661180,-63.7563580,Prince Edward Island
BAAGI,Bald Point,Point,46.5414820,-63.8612250,Prince Edward Island
BAAGH,Balderstons Pond,Pond,46.3036600,-63.3361620,Prince Edward Island
BAAGJ,Baldwin Road,Locality,46.2666670,-62.7333330,Prince Edward Island
BAAGL,Ballems Island,Island,46.5762750,-64.0882320,Prince Edward Island
BAAGO,Baltic River,River,46.5346090,-63.6736110,Prince Edward Island
BACUG,Bambrick Creek,Creek,46.3763120,-62.8580200,Prince Edward Island
BAAGP,Bangor,Locality,46.3658330,-62.6902640,Prince Edward Island
BAAGS,Banks Pond,Pond,46.6500000,-63.9500000,Prince Edward Island
BACUH,Baptiste Creek,Creek,46.5995450,-64.1134090,Prince Edward Island
BADXT,Barachois Run,Run,46.5309290,-64.1052800,Prince Edward Island
BAAGV,Barbara Weit River,River,46.4418470,-63.7017450,Prince Edward Island
BAAGW,Barlows Pond,Pond,46.4500000,-64.0000000,Prince Edward Island
BAAGY,Basin Head,Head,46.3759070,-62.1117740,Prince Edward Island
BAAHA,Basin Head Harbour,Harbour,46.3852940,-62.1129880,Prince Edward Island
BAAHB,Bass Cove,Cove,46.2157280,-63.1827160,Prince Edward Island
BAAHC,Battery Point,Point,46.2072630,-63.1258320,Prince Edward Island
BAAHD,Battery Point,Point,46.3114520,-62.9881420,Prince Edward Island
BAAHG,Bay Fortune,Locality,46.3306690,-62.3619310,Prince Edward Island
BABBF,Bay Fortune,Bay,46.3307160,-62.3541350,Prince Edward Island
BAAHE,Bayfield,Locality,46.4746220,-62.2017580,Prince Edward Island
BAAHF,Bayfield Point,Point,46.4821100,-62.2120840,Prince Edward Island
BAAHI,Bayside,Locality,46.5185050,-63.8919030,Prince Edward Island
BAAHJ,Bayview,Locality,46.4746870,-63.4360440,Prince Edward Island
BAAHN,Beach Point,Point,46.0218560,-62.4785390,Prince Edward Island
BAAHM,Beach Point,Locality,46.0134390,-62.4801300,Prince Edward Island
BAAHL,Beachgrove Point,Point,46.2530090,-63.1751200,Prince Edward Island
BAAHO,Beacon Point,Point,46.2115410,-63.4852430,Prince Edward Island
BAAHQ,Bear Reef,Reef,46.0166670,-62.4000000,Prince Edward Island
BAAHR,Bear River,Locality,46.4040090,-62.3587860,Prince Edward Island
BAAHS,Bear River,River,46.4681800,-62.3810190,Prince Edward Island
BBAGQ,Bear River North,Community,46.4333330,-62.3666670,Prince Edward Island
BBAGR,Bear River South,Community,46.3833330,-62.3500000,Prince Edward Island
BACUJ,Beaton Creek,Creek,46.4572380,-63.8285650,Prince Edward Island
BAAHW,Beaton Point,Point,46.4628030,-61.9865990,Prince Edward Island
BAAHX,Beaton Road,Locality,46.6314970,-64.1479570,Prince Edward Island
BACUK,Beatons Creek,Creek,46.6165870,-64.0981610,Prince Edward Island
BACUL,Beatons Creek,Creek,46.3860630,-62.9769300,Prince Edward Island
BAAIA,Beatons River,River,46.6925720,-64.1517040,Prince Edward Island
BAAIB,Beaver Point,Point,46.4689630,-62.5614750,Prince Edward Island
BADXS,Bedeque,Locality,46.3367950,-63.7246780,Prince Edward Island
BADUY,Bedeque Bay,Bay,46.3601560,-63.8801710,Prince Edward Island
BBHAD,Bedeque and Area,Community,46.3400000,-63.7105556,Prince Edward Island
BAAID,Bedford Corner,Locality,46.3278850,-63.0171100,Prince Edward Island
BAAIE,Bedford Station,Locality,46.3360750,-63.0214910,Prince Edward Island
BAAIG,Beech Point,Point,46.4976100,-63.7472070,Prince Edward Island
BAEFL,Belfast,Community,46.0785210,-62.8782890,Prince Edward Island
BADVA,Belfast,Post Office,46.1000000,-62.8833330,Prince Edward Island
BAAIH,Belfast,Locality,46.0833330,-62.8833330,Prince Edward Island
BAAIQ,Bell Point,Point,45.9644610,-62.8295860,Prince Edward Island
BAAIR,Bell Point Reef,Reef,45.9500000,-62.8333330,Prince Edward Island
BAAIM,Belle River,River,45.9732390,-62.8462510,Prince Edward Island
BAAIL,Belle River,Locality,45.9867360,-62.8351860,Prince Edward Island
BAAIN,Bellevue,Locality,46.1075780,-62.7567350,Prince Edward Island
BAAIO,Bellevue Cove,Cove,46.1969160,-63.0836090,Prince Edward Island
BAAIP,Bellevue Point,Point,46.1943450,-63.0796520,Prince Edward Island
BACUO,Bells Creek,Creek,46.3992600,-63.1251650,Prince Edward Island
BAAIS,Bells Point,Point,46.2209980,-63.6521240,Prince Edward Island
BAAIT,Bells Point,Point,46.6083220,-64.0816530,Prince Edward Island
BAAIV,Bells Pond,Pond,46.3891780,-63.3386630,Prince Edward Island
BAAIU,Bells Pond,Pond,46.3503500,-62.9899670,Prince Edward Island
BAAIX,Belmont Lot 16,Locality,46.4795740,-63.8234310,Prince Edward Island
BACUP,Belmont Provincial Park,Provincial Park,46.5141680,-63.8321790,Prince Edward Island
BAAIZ,Bentick Cove,Cove,46.4626600,-63.8239320,Prince Edward Island
BAAFR,Bentick Shoal,Shoal,46.4277780,-63.7833330,Prince Edward Island
BAAJD,Bernards Pond,Pond,46.5166430,-63.5218720,Prince Edward Island
BACUQ,Berrigans Creek,Creek,46.4274330,-62.7590140,Prince Edward Island
BAAJF,Bethel,Locality,46.2446160,-62.9712930,Prince Edward Island
BAAJH,Bethunes Point,Point,46.0240050,-62.5808200,Prince Edward Island
BAAJI,Betsys Reef,Reef,46.4666670,-61.9833330,Prince Edward Island
BAAJJ,Bideford,Locality,46.6046640,-63.9138680,Prince Edward Island
BAAJK,Bideford River,River,46.6022180,-63.8778690,Prince Edward Island
BAAJL,Big Barachois,Barachois,46.6092520,-64.0793470,Prince Edward Island
BACUR,Big Basin,Basin,46.0475560,-62.5335930,Prince Edward Island
BAAJN,Big Brook,Brook,46.3479780,-62.4279730,Prince Edward Island
BAAJQ,Big Marsh,Marsh,46.4988090,-63.7399900,Prince Edward Island
BAAJR,Big Pierre Jacques River,River,46.6253700,-64.3161010,Prince Edward Island
BAAJS,Big Point,Point,46.0004940,-62.8925890,Prince Edward Island
BAAJU,Big Pond,Pond,46.4702240,-62.2639270,Prince Edward Island
BAAJT,Big Pond,Locality,46.4645960,-62.2550690,Prince Edward Island
BADXN,Big Run,Run,46.2755210,-62.4701360,Prince Edward Island
BAAJV,Billhook Point,Point,46.1457580,-62.5018430,Prince Edward Island
BACUT,Birch Creek,Creek,46.5024320,-63.8700280,Prince Edward Island
BAAJW,Birch Hill,Locality,46.2149320,-62.9624930,Prince Edward Island
BAAJX,Birch Hill,Locality,46.5550070,-63.8721750,Prince Edward Island
BAAJY,Birch Point,Point,46.1294520,-62.8859050,Prince Edward Island
BAAJZ,Birch Point,Point,46.2040140,-63.5265650,Prince Edward Island
BAAKA,Bird Island,Island,46.5968840,-63.8244240,Prince Edward Island
BAETT,Black Bank,Bog,46.7333330,-64.0166670,Prince Edward Island
BAAKB,Black Banks,Locality,46.7327940,-64.0013150,Prince Edward Island
BAAKC,Black Banks Cove,Cove,46.7354410,-64.0306180,Prince Edward Island
BACUW,Black Bridge Creek,Creek,46.4565730,-63.8502800,Prince Edward Island
BAAKE,Black Brook,Brook,46.3431620,-62.9332140,Prince Edward Island
BACUU,Black Creek,Creek,46.2485540,-62.4408700,Prince Edward Island
BACUV,Black Creek,Creek,46.1833330,-63.2166670,Prince Edward Island
BAAKG,Black Lake,Lake,45.9974100,-62.8696210,Prince Edward Island
BAAKI,Black Marsh,Marsh,47.0419240,-64.0049920,Prince Edward Island
BAAKH,Black Marsh,Marsh,45.9980200,-62.8758190,Prince Edward Island
BAAKK,Black Point,Point,46.7396950,-64.0178580,Prince Edward Island
BAAKL,Black Point,Point,46.6342980,-64.0736130,Prince Edward Island
BAAKJ,Black Point,Point,46.1687170,-63.3971810,Prince Edward Island
BAAKM,Black Point,Point,46.5069320,-63.8744560,Prince Edward Island
BAAKO,Black Pond,Pond,46.3719980,-62.1651720,Prince Edward Island
BAAKP,Black Pond,Pond,46.9224940,-64.1896090,Prince Edward Island
BAEYU,Black Pond Bird Sanctuary,Migratory Bird Sanctuary,46.3750000,-62.1666670,Prince Edward Island
BAAKQ,Black Pond Brook,Brook,46.9223170,-64.1948700,Prince Edward Island
BAAKS,Black River,River,46.4075880,-63.1684760,Prince Edward Island
BAAKR,Black River,River,46.3632470,-62.9916420,Prince Edward Island
BACUY,Blacketts Creek,Creek,46.2666670,-62.4166670,Prince Edward Island
BAAKW,Blanchards Pond,Pond,46.9192300,-64.0405860,Prince Edward Island
BAAKX,Blockhouse Point,Point,46.1911590,-63.1290740,Prince Edward Island
BADXL,Bloomfield,Locality,46.7743880,-64.2294380,Prince Edward Island
BAAKY,Bloomfield Corner,Locality,46.7613130,-64.1806090,Prince Edward Island
BAAKZ,Bloomfield Provincial Park,Provincial Park,46.7456520,-64.1878070,Prince Edward Island
BAEGL,Bloomfield Station,Post Office,46.7666670,-64.2333330,Prince Edward Island
BAALB,Blooming Point,Locality,46.3868230,-62.9731830,Prince Edward Island
BAALF,Bog Pond,Pond,46.4530480,-62.6932080,Prince Edward Island
BAEDV,Bonshaw,Community,46.1935180,-63.3540740,Prince Edward Island
BADXJ,Bonshaw,Locality,46.2000000,-63.3500000,Prince Edward Island
BAALG,Bonshaw Provincial Park,Provincial Park,46.1978320,-63.3504210,Prince Edward Island
BAALI,Borden,Locality,46.2541670,-63.6958330,Prince Edward Island
BAALJ,Borden Point,Point,46.2502890,-63.7058550,Prince Edward Island
BAEXO,Borden-Carleton,Town,46.2616670,-63.6738890,Prince Edward Island
BAALL,Bothwell,Locality,46.4039260,-62.0803050,Prince Edward Island
BAALM,Boughton Bay,Bay,46.2397180,-62.4143760,Prince Edward Island
BAALO,Boughton Island,Island,46.1918660,-62.4146250,Prince Edward Island
BAALP,Boughton Ledge,Ledge,46.1867640,-62.3906540,Prince Edward Island
BAALQ,Boughton Point,Point,46.1796230,-62.4002560,Prince Edward Island
BAALR,Boughton River,River,46.2536650,-62.4268360,Prince Edward Island
BAALS,Boughton Spit,Spit,46.1986860,-62.4410970,Prince Edward Island
BAALT,Bouquet Cove,Cove,46.3029940,-63.7507490,Prince Edward Island
BAALU,Bouquet Point,Point,46.3056660,-63.7564340,Prince Edward Island
BACVB,Bovyer Creek,Creek,46.2387110,-63.0661720,Prince Edward Island
BAALV,Boyles Point,Point,46.6581930,-63.9070580,Prince Edward Island
BAEJU,Brackley,Community,46.3130556,-63.1638889,Prince Edward Island
BAALW,Brackley,Locality,46.3166670,-63.1500000,Prince Edward Island
BAALX,Brackley Bay,Bay,46.4168440,-63.1790530,Prince Edward Island
BAALY,Brackley Beach,Locality,46.4240500,-63.1920780,Prince Edward Island
BAALZ,Brackley Beach,Beach,46.4302260,-63.1961600,Prince Edward Island
BAAMA,Brackley Point,Point,46.4302630,-63.2294420,Prince Edward Island
BAAMB,Brackley Point,Locality,46.3845620,-63.1850470,Prince Edward Island
BAEPU,Bradley Creek,Creek,46.1965750,-62.8972590,Prince Edward Island
BAAME,Bradshaw River,River,46.3492560,-63.7201710,Prince Edward Island
BAAMF,Brae,Locality,46.6592430,-64.1909980,Prince Edward Island
BAAMH,Brae Harbour,Locality,46.6168730,-64.1841520,Prince Edward Island
BAAMG,Brae Harbour,Harbour,46.6222400,-64.1967820,Prince Edward Island
BAAMI,Brae Island,Island,46.6166670,-64.2000000,Prince Edward Island
BAAMJ,Brae River,River,46.6250480,-64.1925340,Prince Edward Island
BAAMK,Branders Pond,Pond,46.5463890,-63.5882360,Prince Edward Island
BAAML,Brazels Pond,Pond,46.2588000,-62.9721290,Prince Edward Island
BADXI,Breadalbane,Community,46.3569440,-63.5019440,Prince Edward Island
BAAMM,Breadalbane Pond,Pond,46.3562380,-63.5006900,Prince Edward Island
BAAMP,Bridgetown,Locality,46.3074180,-62.5257290,Prince Edward Island
BAAMQ,Brighton,Locality,46.2347220,-63.1500000,Prince Edward Island
BAEPT,Brighton Shore,Shore,46.2348700,-63.1526120,Prince Edward Island
BAAMS,Bristol,Locality,46.4142630,-62.7299760,Prince Edward Island
BAAMT,Brockton,Locality,46.8007010,-64.2494590,Prince Edward Island
BAAMU,Brookfield,Locality,46.3257340,-63.2840600,Prince Edward Island
BAAMV,Brooklyn,Locality,46.0936090,-62.6704340,Prince Edward Island
BAAMW,Brooklyn,Locality,46.8033890,-64.1109290,Prince Edward Island
BAAMY,Brooklyn Pond,Pond,46.0950970,-62.6841770,Prince Edward Island
BAAMZ,Brooks River,River,46.6564130,-63.9068590,Prince Edward Island
BAANB,Brooks Wharf,Wharf,46.6537330,-63.9212950,Prince Edward Island
BAANC,Brookvale,Locality,46.2838790,-63.4076960,Prince Edward Island
BAAND,Brookvale Provincial Park,Provincial Park,46.2815700,-63.4091980,Prince Edward Island
BACVC,Browns Creek,Creek,46.1154430,-62.7002840,Prince Edward Island
BACVE,Browns Creek,Creek,46.5666670,-63.8500000,Prince Edward Island
BAECC,Brudenell,Community,46.1833330,-62.6166670,Prince Edward Island
BAANG,Brudenell,Locality,46.1874980,-62.6518740,Prince Edward Island
BAANH,Brudenell Island,Island,46.1967660,-62.5790290,Prince Edward Island
BAANI,Brudenell Point,Point,46.1817560,-62.5581010,Prince Edward Island
BAANK,Brudenell River,River,46.1858120,-62.5558450,Prince Edward Island
BAANJ,Brudenell River Provincial Park,Provincial Park,46.2098700,-62.5991130,Prince Edward Island
BAEUV,Brush Wharf Provincial Park,Provincial Park,46.1460130,-62.8861040,Prince Edward Island
BAANL,Buchanan Island,Island,46.0910790,-62.9372620,Prince Edward Island
BAEUU,Buffaloland Provincial Park,Provincial Park,46.1092710,-62.6214790,Prince Edward Island
BAANM,Bunbury,Locality,46.2361110,-63.0869440,Prince Edward Island
BAAFV,Bunbury Sand,Bar,46.5416670,-63.8000000,Prince Edward Island
BAANN,Bungay,Locality,46.3681390,-63.3124660,Prince Edward Island
BACVG,Burhoes Creek,Creek,46.1937600,-63.0310350,Prince Edward Island
BAANP,Burhoes Point,Point,46.1890680,-63.0270060,Prince Edward Island
BACVI,Burkes Creek,Creek,46.1944540,-63.0437520,Prince Edward Island
BAANR,Burlington,Locality,46.4853840,-63.6032390,Prince Edward Island
BAANT,Burnt Point,Point,46.1776910,-62.4958930,Prince Edward Island
BAANS,Burnt Point,Locality,46.1777400,-62.5071130,Prince Edward Island
BADUC,Burnt Point,Point,46.4675820,-63.8126750,Prince Edward Island
BAANU,Burton,Locality,46.7707390,-64.3342680,Prince Edward Island
BAANV,Bury Head,Head,46.7820130,-64.0600130,Prince Edward Island
BAANW,Buxtons Point,Point,46.0255030,-62.5769970,Prince Edward Island
BACVK,Byrnes Creek,Creek,46.2327250,-62.5893230,Prince Edward Island
BAANX,Byrnes Road,Locality,46.3299180,-62.7419930,Prince Edward Island
BAANZ,Cable Head,Head,46.4672130,-62.6237330,Prince Edward Island
BAAOB,Cable Head East,Locality,46.4658470,-62.5681550,Prince Edward Island
BAAOC,Cable Head West,Locality,46.4583570,-62.6261120,Prince Edward Island
BAAOD,Cabot Provincial Park,Provincial Park,46.5572590,-63.6943790,Prince Edward Island
BACVM,Cahoon Creek,Creek,46.0243310,-62.5544860,Prince Edward Island
BAAOE,Cains Brook,Brook,46.7491500,-64.1721990,Prince Edward Island
BAAOH,Caledonia,Locality,46.0603100,-62.7109300,Prince Edward Island
BAAOI,Callaghan Point,Point,46.6872340,-63.9426310,Prince Edward Island
BAAOJ,Callaghans Pond,Pond,46.2946530,-62.8742150,Prince Edward Island
BAAOK,Cambridge,Locality,46.0744970,-62.5258270,Prince Edward Island
BAAOL,Cameron Island,Point,46.0675060,-63.0124910,Prince Edward Island
BAAOM,Cameron Point,Point,46.1945420,-63.4629180,Prince Edward Island
BACVN,Campbell Creek,Creek,46.6000000,-63.8833330,Prince Edward Island
BAAOP,Campbell Point,Point,46.2648090,-62.4089310,Prince Edward Island
BAAOQ,Campbell Point,Point,46.2094110,-62.5090720,Prince Edward Island
BAAOO,Campbell Point,Point,46.1735720,-62.6067360,Prince Edward Island
BAAOR,Campbells Cape,Cape,46.4956330,-63.8089480,Prince Edward Island
BAAOS,Campbells Cove,Locality,46.4758970,-62.1417250,Prince Edward Island
BADUK,Campbells Cove,Cove,46.4810000,-62.1381540,Prince Edward Island
BAAOT,Campbells Cove Provincial Park,Provincial Park,46.4795420,-62.1392840,Prince Edward Island
BACVO,Campbells Creek,Creek,46.8269470,-64.0483580,Prince Edward Island
BAAOV,Campbells Point,Point,46.4832860,-62.1440720,Prince Edward Island
BAAOU,Campbells Point,Point,46.3096070,-63.7753200,Prince Edward Island
BAAOX,Campbells Pond,Pond,46.5343480,-63.5444330,Prince Edward Island
BAAOY,Campbells Pond,Pond,46.4083370,-63.0620730,Prince Edward Island
BAAPA,Campbellton,Locality,46.4761960,-63.4750710,Prince Edward Island
BAAOZ,Campbellton,Locality,46.7920110,-64.2992710,Prince Edward Island
BACVQ,Canadian Creek,Creek,46.7032930,-64.0260440,Prince Edward Island
BAAPB,Canavoy,Locality,46.3998170,-62.8099980,Prince Edward Island
BAAPC,Canavoy Island,Island,46.4093730,-62.8443910,Prince Edward Island
BAAPD,Canceaux Cove,Cove,46.2058930,-63.1500430,Prince Edward Island
BAAPE,Canceaux Point,Point,46.2081780,-63.1443970,Prince Edward Island
BAAPF,Canceaux Spit,Spit,46.2166670,-63.1333330,Prince Edward Island
BAAPG,Canns Pond,Pond,46.4862730,-63.6053200,Prince Edward Island
BAAPH,Canoe Cove,Locality,46.1547690,-63.2954050,Prince Edward Island
BAAPI,Canoe Cove,Cove,46.1486430,-63.3078030,Prince Edward Island
BADVZ,Cantalo Creek,Creek,46.0666670,-62.9166670,Prince Edward Island
BAEYR,Cap Egmont,Cap,46.4016670,-64.1344440,Prince Edward Island
BAEYQ,Cap-Egmont,Locality,46.4027780,-64.1000000,Prince Edward Island
BAAHP,Cape Bear,Cape,46.0034420,-62.4574920,Prince Edward Island
BABCP,Cape Gage,Cape,46.8957480,-64.2254870,Prince Edward Island
BABMV,Cape Kildare,Cape,46.8796170,-63.9761410,Prince Edward Island
BACGY,Cape Sharp,Cape,46.1044690,-62.4478980,Prince Edward Island
BACJW,Cape Spry,Cape,46.2522470,-62.3771380,Prince Edward Island
BACKI,Cape Stanhope,Cape,46.4309710,-63.1426160,Prince Edward Island
BAAPL,Cape Traverse,Locality,46.2426710,-63.6375930,Prince Edward Island
BAAPM,Cape Traverse Cove,Cove,46.2334060,-63.6511170,Prince Edward Island
BADXH,Cape Traverse Landing,Locality,46.2357340,-63.6514940,Prince Edward Island
BAAPN,Cape Traverse River,River,46.2344150,-63.6508940,Prince Edward Island
BACNP,Cape Tryon,Cape,46.5347880,-63.5054060,Prince Edward Island
BACNK,Cape Turner,Cape,46.4895900,-63.3123270,Prince Edward Island
BAAPO,Cape Wolfe,Locality,46.7212320,-64.3933070,Prince Edward Island
BACSB,Cape Wolfe,Cape,46.7181060,-64.4031710,Prince Edward Island
BAAPP,Cape Wolfe Rock,Rock,46.7189190,-64.4043820,Prince Edward Island
BAAPQ,Cardigan,Locality,46.2333330,-62.6166670,Prince Edward Island
BAECF,Cardigan,Community,46.2330570,-62.6184500,Prince Edward Island
BAAPR,Cardigan Bay,Bay,46.1793710,-62.4654300,Prince Edward Island
BAAPS,Cardigan North,Locality,46.2415790,-62.5651320,Prince Edward Island
BAAPT,Cardigan River,River,46.2047800,-62.5192860,Prince Edward Island
BAAPU,Cardigan Shoal,Shoal,46.1666670,-62.5000000,Prince Edward Island
BAAPV,Cardross,Locality,46.2739420,-62.6289650,Prince Edward Island
BAAPX,Carey Point,Point,46.6582480,-64.4107050,Prince Edward Island
BAAPY,Carleton,Locality,46.6920230,-64.1518940,Prince Edward Island
BAETN,Carleton,Locality,46.2569440,-63.6680560,Prince Edward Island
BAAQA,Carleton Cove,Cove,46.2741700,-63.7065770,Prince Edward Island
BAEMO,Carleton Siding,Locality,46.2625000,-63.6744440,Prince Edward Island
BAAQD,Carraghers Pond,Pond,46.2857820,-63.3435300,Prince Edward Island
BACVR,Carrs Creek,Creek,46.4500000,-63.8500000,Prince Edward Island
BAAQE,Carrs Point,Point,46.3518210,-62.8750980,Prince Edward Island
BAAQH,Carrs Pond,Pond,46.5456270,-63.8688690,Prince Edward Island
BAAQI,Carruthers Brook,Brook,46.7445910,-64.1775310,Prince Edward Island
BACVS,Cascumpec,Locality,46.7397180,-64.0914640,Prince Edward Island
BACVT,Cascumpec Bay,Bay,46.7666670,-64.0500000,Prince Edward Island
BAAQK,Cascumpec Sand Hills,Sand Hills,46.7804440,-64.0268390,Prince Edward Island
BAAQS,Cass Pond,Pond,46.3919220,-63.1266070,Prince Edward Island
BAAQT,Cavendish,Locality,46.4912610,-63.3786740,Prince Edward Island
BAAQU,Cavendish Beach,Beach,46.5000000,-63.4333330,Prince Edward Island
BAAQV,Cavendish Capes,Capes,46.4955570,-63.3344230,Prince Edward Island
BAAQX,Cedar Dunes Provincial Park,Provincial Park,46.6183700,-64.3909790,Prince Edward Island
BAECM,Central Bedeque,Locality,46.3397760,-63.7026920,Prince Edward Island
BAAQZ,Central Kildare,Locality,46.8721040,-64.0061470,Prince Edward Island
BAEJS,Central Kings,Community,46.3243700,-62.4942700,Prince Edward Island
BAARA,Central Lot 16,Locality,46.4811110,-63.8708330,Prince Edward Island
BAARB,Central Lot 16 Wharf,Wharf,46.5022430,-63.8849900,Prince Edward Island
BAARD,Chaffeys Point,Point,46.2664690,-62.4437950,Prince Edward Island
BAEWT,Champ de tir Alexandra Point,Canadian Forces Range and/or Training Area (C.F.T.A.),46.1902780,-63.0500000,Prince Edward Island
BACVV,Chapel Creek,Creek,46.4238890,-63.2694440,Prince Edward Island
BAARE,Chapel Point,Point,46.2660310,-62.4869220,Prince Edward Island
BAARF,Chapel Point,Point,46.5037590,-63.9153560,Prince Edward Island
BAAFU,Charles Shoal,Shoal,46.5333330,-63.8166670,Prince Edward Island
BAARG,Charlottetown,City,46.2402780,-63.1347220,Prince Edward Island
BAETC,Charlottetown,Royalty,46.2500000,-63.1333330,Prince Edward Island
BAARH,Charlottetown Harbour,Harbour,46.2162730,-63.1406840,Prince Edward Island
BAARJ,Chelton,Locality,46.3039450,-63.7443730,Prince Edward Island
BAEUR,Chelton Provincial Park,Provincial Park,46.3166670,-63.7500000,Prince Edward Island
BAARK,Chelton Shore,Shore,46.3041120,-63.7504650,Prince Edward Island
BAARL,Chepstow,Locality,46.3547830,-62.2149040,Prince Edward Island
BAARM,Chepstow Point,Point,46.3448410,-62.2100430,Prince Edward Island
BAARO,Cherry Hill,Locality,46.3707590,-62.8171320,Prince Edward Island
BAARP,Cherry Island,Island,46.0335530,-62.5041830,Prince Edward Island
BAARQ,Cherry Valley,Locality,46.1745020,-62.9234080,Prince Edward Island
BAARR,Cherry Valley Cove,Cove,46.1761500,-62.9406760,Prince Edward Island
